timestamp,leftEyeX,leftEyeY,leftEyeZ,rightEyeX,rightEyeY,rightEyeZ,lookAtPointX,lookAtPointY,lookAtPointZ,content
5075.733922666,0.031048549339175224,0.02684488520026207,0.025690114125609398,-0.031065605580806732,0.026935826987028122,0.02584853209555149,0.02038026787340641,-0.1293245553970337,0.9190758466720581,Video
5081.326144125,0.03119911067187786,0.026992401108145714,0.02598181925714016,-0.03125650808215141,0.02710595168173313,0.02612701989710331,0.024649731814861298,-0.12304719537496567,0.9184305667877197,Video
5074.031214541,0.03087141551077366,0.026833049952983856,0.025247184559702873,-0.030882546678185463,0.02692314423620701,0.025418322533369064,0.020333271473646164,-0.10946515202522278,0.922455906867981,Video
5141.562773416,0.030788758769631386,0.02710479311645031,0.02597098983824253,-0.030808158218860626,0.027203546836972237,0.0261201411485672,0.03154594823718071,-0.08604173362255096,0.9243491888046265,Game
5139.592975958,0.030719425529241562,0.026840711012482643,0.026008181273937225,-0.03074280545115471,0.02694472298026085,0.026162194088101387,0.051042333245277405,-0.11275273561477661,0.9255135655403137,Game
5075.9676275,0.031048549339175224,0.02684488520026207,0.025690114125609398,-0.031065605580806732,0.026935826987028122,0.02584853209555149,0.021294942125678062,-0.1290467530488968,0.9181724786758423,Video
5142.564364166,0.030832095071673393,0.02718948945403099,0.02605373039841652,-0.030848974362015724,0.027285944670438766,0.02619916759431362,0.013093673624098301,-0.08463311195373535,0.9322242140769958,Game
5077.01929875,0.03116724081337452,0.026946604251861572,0.025843815878033638,-0.031196583062410355,0.02704690210521221,0.02599852718412876,0.02387767657637596,-0.12977521121501923,0.9188870191574097,Video
5073.296711875,0.031081460416316986,0.02694660983979702,0.025309475138783455,-0.031089279800653458,0.027009284123778343,0.02542867884039879,0.03032049909234047,-0.10564786195755005,0.9164178967475891,Video
5082.36112275,0.0311732180416584,0.026984471827745438,0.025967510417103767,-0.031232552602887154,0.0271011833101511,0.026116598397493362,0.026989318430423737,-0.12093993276357651,0.9197533130645752,Video
5151.528580833,0.030921895056962967,0.02721620351076126,0.02616404928267002,-0.0309456754475832,0.027320299297571182,0.026302136480808258,0.022800732403993607,-0.05708938464522362,0.924013614654541,Game
5058.718098791,0.031269919127225876,0.027274707332253456,0.026487544178962708,-0.03130890801548958,0.02739003300666809,0.02663610316812992,0.06842773407697678,-0.06092538312077522,0.9324713945388794,Text
5077.236310375,0.031202325597405434,0.026979554444551468,0.025824300944805145,-0.03123612329363823,0.02707752026617527,0.025976402685046196,0.02419680543243885,-0.1259658932685852,0.9185877442359924,Video
5080.45809775,0.031157178804278374,0.026995262131094933,0.025982560589909554,-0.03121509775519371,0.027111312374472618,0.026131175458431244,0.02463623695075512,-0.1229773610830307,0.9180356860160828,Video
5142.530977916,0.030832095071673393,0.02718948945403099,0.02605373039841652,-0.030848974362015724,0.027285944670438766,0.02619916759431362,0.010303733870387077,-0.07109519094228745,0.9286258816719055,Game
5077.603560791,0.031202325597405434,0.026979554444551468,0.025824300944805145,-0.03123612329363823,0.02707752026617527,0.025976402685046196,0.023485800251364708,-0.12616568803787231,0.9180428981781006,Video
5077.853958708,0.031202325597405434,0.026979554444551468,0.025824300944805145,-0.03123612329363823,0.02707752026617527,0.025976402685046196,0.024819647893309593,-0.13017120957374573,0.9179332852363586,Video
5055.730008708,0.031790051609277725,0.027825362980365753,0.0267642829567194,-0.03183860704302788,0.027940215542912483,0.026911117136478424,0.06597988307476044,-0.05991845950484276,0.933385968208313,Text
5144.467384875,0.03070073388516903,0.027199044823646545,0.026006104424595833,-0.03072034940123558,0.02730051428079605,0.026152050122618675,0.031686119735240936,-0.08367446810007095,0.9265819191932678,Game
5152.813950333,0.030910953879356384,0.027116592973470688,0.02615443430840969,-0.0309455506503582,0.02722538448870182,0.0262951347976923,0.007633581291884184,-0.06934432685375214,0.9217733144760132,Game
5152.329850166,0.030921895056962967,0.02721620351076126,0.02616404928267002,-0.0309456754475832,0.027320299297571182,0.026302136480808258,0.0010767510393634439,-0.06261631101369858,0.9157952666282654,Game
5076.869060125,0.03116724081337452,0.026946604251861572,0.025843815878033638,-0.031196583062410355,0.02704690210521221,0.02599852718412876,0.023022430017590523,-0.13009829819202423,0.9189799427986145,Video
5143.933203666,0.03156276419758797,0.027206793427467346,0.02545219287276268,-0.031562935560941696,0.027206648141145706,0.025452416390180588,0.03661992400884628,-0.09860897809267044,0.9117121696472168,Game
5154.04924,0.031015660613775253,0.02750726044178009,0.026049096137285233,-0.031058315187692642,0.027618620544672012,0.026187166571617126,0.02600765787065029,-0.10210660099983215,0.926357090473175,Game
5074.2315335,0.030978478491306305,0.026722591370344162,0.025453457608819008,-0.030984610319137573,0.0268094502389431,0.025613728910684586,0.015460293740034103,-0.11201128363609314,0.9231244921684265,Video
5139.292498458,0.03084668330848217,0.02705150656402111,0.026065103709697723,-0.030868329107761383,0.02715373784303665,0.026220567524433136,0.049926694482564926,-0.12067052721977234,0.9258304238319397,Game
5058.117142625,0.03135531023144722,0.02727755345404148,0.026507822796702385,-0.03139038383960724,0.02739088237285614,0.026661410927772522,0.07711396366357803,-0.060032181441783905,0.9341877698898315,Text
5149.2249305,0.031003238633275032,0.027310257777571678,0.026261094957590103,-0.031030697748064995,0.027414977550506592,0.026413656771183014,0.035100311040878296,-0.07288064062595367,0.9233593344688416,Game
5151.84575,0.030921895056962967,0.02721620351076126,0.02616404928267002,-0.0309456754475832,0.027320299297571182,0.026302136480808258,0.025687415152788162,-0.055149734020233154,0.9226484894752502,Game
5059.819852125,0.03128191456198692,0.027333073318004608,0.026505248621106148,-0.03133196756243706,0.0274556502699852,0.026655834168195724,0.06540893763303757,-0.05993396043777466,0.9346036911010742,Text
5059.051963458,0.031269919127225876,0.027274707332253456,0.026487544178962708,-0.03130890801548958,0.02739003300666809,0.02663610316812992,0.08129476755857468,-0.05905792489647865,0.9332350492477417,Text
5078.121049833,0.031202325597405434,0.026979554444551468,0.025824300944805145,-0.03123612329363823,0.02707752026617527,0.025976402685046196,0.021852761507034302,-0.12543439865112305,0.9172831773757935,Video
5062.924794291,0.03137572109699249,0.027575140818953514,0.02642696350812912,-0.031418249011039734,0.027689816430211067,0.0265622828155756,0.06661570817232132,-0.07321679592132568,0.9319785237312317,Text
5080.09084725,0.031155509874224663,0.027002248913049698,0.025964859873056412,-0.031214257702231407,0.027121566236019135,0.026117758825421333,0.02266395464539528,-0.12418810278177261,0.918685257434845,Video
5075.349979083,0.031048549339175224,0.02684488520026207,0.025690114125609398,-0.031065605580806732,0.026935826987028122,0.02584853209555149,0.024750474840402603,-0.13806723058223724,0.9168333411216736,Video
5142.213807583,0.030788758769631386,0.02710479311645031,0.02597098983824253,-0.030808158218860626,0.027203546836972237,0.0261201411485672,0.045759521424770355,-0.09055796265602112,0.9272308349609375,Game
5142.514284791,0.030832095071673393,0.02718948945403099,0.02605373039841652,-0.030848974362015724,0.027285944670438766,0.02619916759431362,0.01551042590290308,-0.08083109557628632,0.9248852133750916,Game
